id,committees,congress,bill_type,bill_number,bill_version,title,text_length,policy_area,legislative_subjects
118hr1458ih,"['Energy and Commerce Committee', 'Ways and Means Committee']",118.0,House Joint Resolution,1458.0,Introduced (House),"To amend titles XVIII and XIX of the Social Security Act to provide for coverage of prescription digital therapeutics under such titles, and for other purposes.",10334.0,Health,"['Business records', 'Civil actions and liability', 'Computers and information technology', 'Digital media', 'Health care costs and insurance', 'Internet, web applications, social media', 'Medicaid', 'Medicare', 'Prescription drugs']"
118hr667ih,['Judiciary Committee'],118.0,House Joint Resolution,667.0,Introduced (House),"To provide for a 3-day waiting period before a person may receive a handgun, with exceptions.",3338.0,Crime and Law Enforcement,['Firearms and explosives']
118hr4253ih,['Oversight and Accountability Committee'],118.0,House Joint Resolution,4253.0,Introduced (House),"To designate the facility of the United States Postal Service located at 307 N Goose Creek Blvd in Goose Creek, South Carolina, as the Lucille Simmons Whipper Post Office Building.",507.0,Government Operations and Politics,"['Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'South Carolina']"
118hr2614ih,"['Energy and Commerce Committee', 'Ways and Means Committee', 'Financial Services Committee', 'Education and the Workforce Committee']",118.0,House Joint Resolution,2614.0,Introduced (House),To establish a national task force to expand opportunities and improve the standard of living for working families in America.,3814.0,Social Welfare,"['Advisory bodies', 'Congressional oversight', 'Department of Labor']"
118hr37ih,['Judiciary Committee'],118.0,House Joint Resolution,37.0,Introduced (House),"To amend title 18, United States Code, to increase the maximum term of imprisonment for rioting, and for other purposes.",386.0,Crime and Law Enforcement,"['Civil disturbances', 'Criminal procedure and sentencing']"
118hr36ih,['Judiciary Committee'],118.0,House Joint Resolution,36.0,Introduced (House),"To amend title 18, United States Code, to increase certain penalties for assaulting, resisting, or impeding certain officers or employees.",3298.0,Crime and Law Enforcement,"['Assault and harassment offenses', 'Criminal investigation, prosecution, interrogation', 'Government employee pay, benefits, personnel management', 'Violent crime']"
118hr4230ih,"['Homeland Security Committee', 'Ways and Means Committee']",118.0,House Joint Resolution,4230.0,Introduced (House),To transfer the unobligated balances of amounts made available to the Internal Revenue Service under the Inflation Reduction Act to the Secretary of Homeland Security to secure the border.,624.0,Taxation,"['Appropriations', 'Border security and unlawful immigration', 'Department of Homeland Security', 'Internal Revenue Service (IRS)', 'Law enforcement officers']"
118hr6011rfs,"['Energy and Natural Resources Committee', 'Agriculture Committee', 'Natural Resources Committee']",118.0,House Joint Resolution,6011.0,Referred in (Senate),To direct the Secretary of the Interior and the Secretary of Agriculture to notify applicants of the completion status of right-of-way applications under section 501 of the Federal Land Policy and Management Act of 1976 and section 28 of the Mineral Leasing Act.,1051.0,Public Lands and Natural Resources,"['Land use and conservation', 'Licensing and registrations']"
118hr2132ih,['Financial Services Committee'],118.0,House Joint Resolution,2132.0,Introduced (House),"To provide for a limitation on availability of funds for Independent Agencies, National Credit Union Administration, Community Development Revolving Loan Fund for fiscal year 2024.",429.0,Finance and Financial Sector,['Government Operations and Politics']
118hr850ih,['Judiciary Committee'],118.0,House Joint Resolution,850.0,Introduced (House),"To direct the Attorney General to conduct a study on the efficacy of extreme risk protection orders on reducing gun violence, and for other purposes.",293.0,Crime and Law Enforcement,"['Crime prevention', 'Firearms and explosives', 'Government studies and investigations', 'Violent crime']"
118hr1194ih,['Budget Committee'],118.0,House Joint Resolution,1194.0,Introduced (House),"To amend title 31, United States Code, to require the President to consider the Government Accountability Office’s annual report on how to improve the efficiency and effectiveness of Government when preparing the President’s annual budget submission, and for other purposes.",668.0,Economics and Public Finance,"['Budget process', 'Government information and archives', 'Presidents and presidential powers, Vice Presidents']"
118hr3586ih,['Transportation and Infrastructure Committee'],118.0,House Joint Resolution,3586.0,Introduced (House),"To amend title 49, United States Code, to treat the District of Columbia as a State for purposes of certain grant programs, and for other purposes.",973.0,Transportation and Public Works,"['District of Columbia', 'Public transit', 'Roads and highways', 'State and local government operations', 'Transportation programs funding', 'Transportation safety and security']"
118hr4290ih,"['Agriculture Committee', 'Natural Resources Committee']",118.0,House Joint Resolution,4290.0,Introduced (House),"To amend the Federal Agriculture Improvement and Reform Act of 1996 to ensure that producers who rely on acequia systems have access to drought protections, and for other purposes.",5389.0,Agriculture and Food,"['Agricultural conservation and pollution', 'Agricultural insurance', 'Agricultural practices and innovations', 'Congressional oversight', 'Disaster relief and insurance', 'Floods and storm protection', 'Infrastructure development', 'Water use and supply']"
118hr5406ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,5406.0,Introduced (House),"To require the Secretary of Health and Human Services to establish a clearinghouse of ZIP-Code based information to expecting mothers, and for other purposes.",15577.0,Health,"['Abortion', 'Congressional oversight', 'Family planning and birth control', 'Foreign language and bilingual programs', 'Health care coverage and access', 'Health information and medical records', 'Health programs administration and funding', 'Internet, web applications, social media', 'Sex and reproductive health', 'Women']"
118hr415ih,['Ways and Means Committee'],118.0,House Joint Resolution,415.0,Introduced (House),"To repeal the debt ceiling, and for other purposes.",3113.0,Economics and Public Finance,['Budget deficits and national debt']
118hr608ih,['Veterans'],118.0,House Joint Resolution,608.0,Introduced (House),To terminate the Electronic Health Record Modernization Program of the Department of Veterans Affairs.,2999.0,Armed Forces and National Security,"['Computers and information technology', 'Congressional oversight', 'Digital media', 'Health information and medical records', 'Veterans']"
118hr3283ih,"['Agriculture Committee', 'Energy and Commerce Committee', 'Natural Resources Committee']",118.0,House Joint Resolution,3283.0,Introduced (House),"To require the Assistant Secretary of Commerce for Communications and Information to report to Congress on any barriers to establishing online portals to accept, process, and dispose of certain Form 299s, and for other purposes.",3390.0,"Science, Technology, Communications","['Congressional oversight', 'Government buildings, facilities, and property', 'Government information and archives', 'Infrastructure development', 'Land use and conservation', 'Telephone and wireless communication']"
